x-axis,1,2,F1
second,Volt,Volt,Volt
+122.50000E-06,+14.72847681936E+00,+14.88414495750E+00,+155.59950484E-03
+122.55000E-06,+14.73136819248E+00,+14.88664833848E+00,+155.21221295E-03
+122.60000E-06,+14.73237621463E+00,+14.88024440744E+00,+147.80160412E-03
+122.65000E-06,+14.73331056524E+00,+14.87866903100E+00,+145.29349350E-03
+122.70000E-06,+14.73501567341E+00,+14.88112882460E+00,+146.04753726E-03
+122.75000E-06,+14.73635573001E+00,+14.88280278654E+00,+146.38165952E-03
+122.80000E-06,+14.73929309583E+00,+14.89045772251E+00,+151.09851418E-03
+122.85000E-06,+14.74168107220E+00,+14.89596730080E+00,+154.21710373E-03
+122.90000E-06,+14.74401728870E+00,+14.90009629697E+00,+156.01034289E-03
+122.95000E-06,+14.74678434299E+00,+14.90115190681E+00,+154.29837948E-03
+123.00000E-06,+14.74786830706E+00,+14.89937295978E+00,+151.43672001E-03
+123.05000E-06,+14.74948754752E+00,+14.89735753057E+00,+147.80397064E-03
+123.10000E-06,+14.75067784595E+00,+14.89487753413E+00,+144.13469357E-03
+123.15000E-06,+14.75194068524E+00,+14.89537243878E+00,+143.36646954E-03
+123.20000E-06,+14.75428498830E+00,+14.90296868988E+00,+148.61814498E-03
+123.25000E-06,+14.75576235363E+00,+14.90480597730E+00,+148.97753783E-03
+123.30000E-06,+14.75842644145E+00,+14.91201152040E+00,+153.51685938E-03
+123.35000E-06,+14.76015214744E+00,+14.91070363140E+00,+150.48499816E-03
+123.40000E-06,+14.76216423514E+00,+14.91257429171E+00,+150.34204400E-03
+123.45000E-06,+14.76413694608E+00,+14.91339627244E+00,+149.19220579E-03
+123.50000E-06,+14.76492126490E+00,+14.90779129036E+00,+142.80571078E-03
+123.55000E-06,+14.76634282255E+00,+14.90991443260E+00,+143.50685292E-03
+123.60000E-06,+14.76753448005E+00,+14.91018403967E+00,+142.58542570E-03
+123.65000E-06,+14.76938413324E+00,+14.91337345625E+00,+143.92561145E-03
+123.70000E-06,+14.77169626870E+00,+14.92004912530E+00,+148.28709754E-03
+123.75000E-06,+14.77367013142E+00,+14.92183847451E+00,+148.10183134E-03
+123.80000E-06,+14.77535262013E+00,+14.92388377380E+00,+148.46393396E-03
+123.85000E-06,+14.77712354166E+00,+14.92548452251E+00,+148.29544529E-03
+123.90000E-06,+14.77882881340E+00,+14.92477545740E+00,+145.88156125E-03
+123.95000E-06,+14.78053345196E+00,+14.92568588754E+00,+145.08803756E-03
+124.00000E-06,+14.78159845392E+00,+14.92506731081E+00,+143.40365021E-03
+124.05000E-06,+14.78295015869E+00,+14.92549511539E+00,+142.48190998E-03
+124.10000E-06,+14.78434747626E+00,+14.92537316269E+00,+140.96347545E-03
+124.15000E-06,+14.78568996833E+00,+14.92735339862E+00,+141.60012019E-03
+124.20000E-06,+14.78745958356E+00,+14.93044797524E+00,+142.92546812E-03
+124.25000E-06,+14.78904198826E+00,+14.93321314583E+00,+144.10722521E-03
+124.30000E-06,+14.79121157019E+00,+14.93577725970E+00,+144.50153698E-03
+124.35000E-06,+14.79260272560E+00,+14.93666249923E+00,+143.99548280E-03
+124.40000E-06,+14.79439664046E+00,+14.93720207745E+00,+142.74154936E-03
+124.45000E-06,+14.79595577820E+00,+14.93809308115E+00,+142.07435429E-03
+124.50000E-06,+14.79708195174E+00,+14.93818194362E+00,+141.03751053E-03
+124.55000E-06,+14.79838676758E+00,+14.93694410499E+00,+138.49484522E-03
+124.60000E-06,+14.79963659057E+00,+14.93780957058E+00,+138.11037666E-03
+124.65000E-06,+14.80146003631E+00,+14.94314346441E+00,+141.61894139E-03
+124.70000E-06,+14.80320167798E+00,+14.94378514377E+00,+140.51912299E-03
+124.75000E-06,+14.80537030788E+00,+14.95083829121E+00,+145.40199375E-03
+124.80000E-06,+14.80671785028E+00,+14.94833070338E+00,+141.54930207E-03
+124.85000E-06,+14.80847303513E+00,+14.95034625018E+00,+141.81004315E-03
+124.90000E-06,+14.80975644811E+00,+14.94993278930E+00,+140.11291592E-03
+124.95000E-06,+14.81078548341E+00,+14.94585617336E+00,+135.00974344E-03
+125.00000E-06,+14.81187391890E+00,+14.94873208794E+00,+136.79588456E-03
+125.05000E-06,+14.81296344436E+00,+14.94988092314E+00,+136.85534281E-03
+125.10000E-06,+14.81449546333E+00,+14.95205871299E+00,+137.50171299E-03
+125.15000E-06,+14.81595075268E+00,+14.95689014476E+00,+140.87611921E-03
+125.20000E-06,+14.81803294728E+00,+14.95878540924E+00,+140.68965896E-03
+125.25000E-06,+14.81961117754E+00,+14.96041830067E+00,+140.74340236E-03
+125.30000E-06,+14.82143267928E+00,+14.96170796099E+00,+140.21173480E-03
+125.35000E-06,+14.82265751896E+00,+14.96023196453E+00,+137.51171967E-03
+125.40000E-06,+14.82396731353E+00,+14.96233201620E+00,+138.30260754E-03
+125.45000E-06,+14.82549646662E+00,+14.96199674651E+00,+136.43882553E-03
+125.50000E-06,+14.82657237201E+00,+14.96346037570E+00,+136.82609575E-03
+125.55000E-06,+14.82790152442E+00,+14.96382264807E+00,+135.85920971E-03
+125.60000E-06,+14.82960546121E+00,+14.96645624395E+00,+136.78891578E-03
+125.65000E-06,+14.83130084938E+00,+14.96801883929E+00,+136.65705453E-03
+125.70000E-06,+14.83327273191E+00,+14.97078018520E+00,+137.44591959E-03
+125.75000E-06,+14.83421020167E+00,+14.97166631494E+00,+137.39470714E-03
+125.80000E-06,+14.83552895718E+00,+14.97180767072E+00,+136.21641991E-03
+125.85000E-06,+14.83687050929E+00,+14.97215969846E+00,+135.22884808E-03
+125.90000E-06,+14.83777021010E+00,+14.97145996592E+00,+133.63007531E-03
+125.95000E-06,+14.83901534383E+00,+14.97344090890E+00,+134.36564991E-03
+126.00000E-06,+14.84056868801E+00,+14.97459157729E+00,+133.96143751E-03
+126.05000E-06,+14.84190362343E+00,+14.97727639711E+00,+135.31142826E-03
+126.10000E-06,+14.84338245411E+00,+14.97871493217E+00,+135.27173423E-03
+126.15000E-06,+14.84520780616E+00,+14.98029652052E+00,+135.02716821E-03
+126.20000E-06,+14.84670392707E+00,+14.98219379081E+00,+135.42811501E-03
+126.25000E-06,+14.84841464110E+00,+14.98313290984E+00,+134.65649026E-03
+126.30000E-06,+14.84969760483E+00,+14.98297281583E+00,+133.21566216E-03
+126.35000E-06,+14.85065565282E+00,+14.98439268501E+00,+133.67707598E-03
+126.40000E-06,+14.85193957460E+00,+14.98352132862E+00,+131.52177170E-03
+126.45000E-06,+14.85339660745E+00,+14.98531493669E+00,+131.85793598E-03
+126.50000E-06,+14.85488926171E+00,+14.98618075506E+00,+131.23211566E-03
+126.55000E-06,+14.85606731120E+00,+14.98740243263E+00,+131.27521323E-03
+126.60000E-06,+14.85726192126E+00,+14.98890498706E+00,+131.58260412E-03
+126.65000E-06,+14.85849036326E+00,+14.99033240913E+00,+131.78203207E-03
+126.70000E-06,+14.85986050929E+00,+14.99233833995E+00,+132.41867986E-03
+126.75000E-06,+14.86130033483E+00,+14.99320008111E+00,+131.84016890E-03
+126.80000E-06,+14.86259128637E+00,+14.99423122021E+00,+131.58013388E-03
+126.85000E-06,+14.86356066594E+00,+14.99469271126E+00,+131.07353454E-03
+126.90000E-06,+14.86486526092E+00,+14.99586695039E+00,+130.94161856E-03
+126.95000E-06,+14.86654395359E+00,+14.99680465231E+00,+130.20146467E-03
+127.00000E-06,+14.86773540983E+00,+14.99794667485E+00,+130.15172328E-03
+127.05000E-06,+14.86904477549E+00,+14.99921302675E+00,+130.10913339E-03
+127.10000E-06,+14.87042314677E+00,+15.00038134945E+00,+129.89941164E-03
+127.15000E-06,+14.87137290995E+00,+15.00160446901E+00,+130.17182454E-03
+127.20000E-06,+14.87324331699E+00,+15.00274131005E+00,+129.43979820E-03
+127.25000E-06,+14.87440140259E+00,+15.00378200559E+00,+129.32131576E-03
+127.30000E-06,+14.87566235441E+00,+15.00411057039E+00,+128.38991877E-03
+127.35000E-06,+14.87659514847E+00,+15.00486954559E+00,+128.21550407E-03
+127.40000E-06,+14.87820801120E+00,+15.00576703632E+00,+127.50096824E-03
+127.45000E-06,+14.87921537831E+00,+15.00677761680E+00,+127.50452388E-03
+127.50000E-06,+14.88050292126E+00,+15.00736952626E+00,+126.80951110E-03
+127.55000E-06,+14.88167158919E+00,+15.00982242202E+00,+128.09184092E-03
+127.60000E-06,+14.88323158248E+00,+15.01173718228E+00,+128.44618209E-03
+127.65000E-06,+14.88470773723E+00,+15.01325411131E+00,+128.48779850E-03
+127.70000E-06,+14.88578269060E+00,+15.01376486948E+00,+127.92400675E-03
+127.75000E-06,+14.88728602821E+00,+15.01468131931E+00,+127.33793028E-03
+127.80000E-06,+14.88823503911E+00,+15.01512261204E+00,+126.83072694E-03
+127.85000E-06,+14.88948262564E+00,+15.01649143971E+00,+126.95068726E-03
+127.90000E-06,+14.89083272487E+00,+15.01609541453E+00,+125.20529640E-03
+127.95000E-06,+14.89234429677E+00,+15.01679619483E+00,+124.39431395E-03
+128.00000E-06,+14.89315879397E+00,+15.01853580506E+00,+125.31998050E-03
+128.05000E-06,+14.89449500403E+00,+15.02010458215E+00,+125.55112118E-03
+128.10000E-06,+14.89569851774E+00,+15.02276973280E+00,+127.01244137E-03
+128.15000E-06,+14.89705833773E+00,+15.02291425220E+00,+125.79777833E-03
+128.20000E-06,+14.89862843092E+00,+15.02358443126E+00,+124.89900709E-03
+128.25000E-06,+14.89940398403E+00,+15.02360968669E+00,+124.14890499E-03
+128.30000E-06,+14.90051487314E+00,+15.02346957540E+00,+122.89877318E-03
+128.35000E-06,+14.90162569367E+00,+15.02413283098E+00,+122.45135060E-03
+128.40000E-06,+14.90294917840E+00,+15.02596796409E+00,+122.96231724E-03
+128.45000E-06,+14.90391709111E+00,+15.02741510432E+00,+123.44245347E-03
+128.50000E-06,+14.90509278956E+00,+15.03036812013E+00,+125.21799750E-03
+128.55000E-06,+14.90679703012E+00,+15.03174847310E+00,+124.89451851E-03
+128.60000E-06,+14.90799059921E+00,+15.03279682931E+00,+124.74804421E-03
+128.65000E-06,+14.90928086934E+00,+15.03280875337E+00,+123.47151362E-03
+128.70000E-06,+14.91044200700E+00,+15.03248773090E+00,+121.99017070E-03
+128.75000E-06,+14.91161107067E+00,+15.03232348054E+00,+120.65601797E-03
+128.80000E-06,+14.91212456807E+00,+15.03173249445E+00,+119.55372735E-03
+128.85000E-06,+14.91353468785E+00,+15.03484053435E+00,+121.25003836E-03
+128.90000E-06,+14.91456825488E+00,+15.03580480404E+00,+121.18082562E-03
+128.95000E-06,+14.91633791911E+00,+15.03891025621E+00,+122.51683462E-03
+129.00000E-06,+14.91746141521E+00,+15.04037636759E+00,+122.85807894E-03
+129.05000E-06,+14.91856569518E+00,+15.04148316820E+00,+122.86019362E-03
+129.10000E-06,+14.91989012591E+00,+15.04171273368E+00,+121.76689810E-03
+129.15000E-06,+14.92059576432E+00,+15.04022577498E+00,+119.57515027E-03
+129.20000E-06,+14.92197360193E+00,+15.04164458510E+00,+119.61633238E-03
+129.25000E-06,+14.92318400219E+00,+15.04198121310E+00,+118.74210669E-03
+129.30000E-06,+14.92391176483E+00,+15.04427943452E+00,+120.31255397E-03
+129.35000E-06,+14.92522960450E+00,+15.04589459703E+00,+120.60925683E-03
+129.40000E-06,+14.92657041789E+00,+15.04810298209E+00,+121.47744645E-03
+129.45000E-06,+14.92750911029E+00,+15.04844518128E+00,+120.88084613E-03
+129.50000E-06,+14.92887613491E+00,+15.04912393987E+00,+120.19325718E-03
+129.55000E-06,+14.93006009480E+00,+15.04929895799E+00,+119.18373367E-03
+129.60000E-06,+14.93109425807E+00,+15.04944463972E+00,+118.29570987E-03
+129.65000E-06,+14.93228654648E+00,+15.04994743268E+00,+117.60662054E-03
+129.70000E-06,+14.93318695660E+00,+15.05145713823E+00,+118.21443986E-03
+129.75000E-06,+14.93459719247E+00,+15.05277632188E+00,+118.12521949E-03
+129.80000E-06,+14.93545692632E+00,+15.05343691360E+00,+117.92601842E-03
+129.85000E-06,+14.93692885161E+00,+15.05465488258E+00,+117.67231538E-03
+129.90000E-06,+14.93796971373E+00,+15.05502014897E+00,+116.99631844E-03
+129.95000E-06,+14.93927200516E+00,+15.05675795766E+00,+117.43126516E-03
+130.00000E-06,+14.94051982385E+00,+15.05721519512E+00,+116.64251330E-03
+130.05000E-06,+14.94089230016E+00,+15.05849691737E+00,+117.55014264E-03
+130.10000E-06,+14.94290819973E+00,+15.06018941026E+00,+117.22665826E-03
+130.15000E-06,+14.94368658780E+00,+15.06033513496E+00,+116.59531774E-03
+130.20000E-06,+14.94483274784E+00,+15.06082265858E+00,+115.93577572E-03
+130.25000E-06,+14.94604062670E+00,+15.06168859152E+00,+115.59541571E-03
+130.30000E-06,+14.94702278135E+00,+15.06197219555E+00,+114.89688162E-03
+130.35000E-06,+14.94816999140E+00,+15.06293789215E+00,+114.71581150E-03
+130.40000E-06,+14.94928987689E+00,+15.06469655796E+00,+115.35304559E-03
+130.45000E-06,+14.95046689144E+00,+15.06564518820E+00,+115.12420275E-03
+130.50000E-06,+14.95145494518E+00,+15.06667160939E+00,+115.16285895E-03
+130.55000E-06,+14.95263830279E+00,+15.06700540995E+00,+114.31387773E-03
+130.60000E-06,+14.95368781907E+00,+15.06826650273E+00,+114.52587928E-03
+130.65000E-06,+14.95501127591E+00,+15.06790507685E+00,+112.84169093E-03
+130.70000E-06,+14.95574711607E+00,+15.06949176151E+00,+113.69246093E-03
+130.75000E-06,+14.95673378436E+00,+15.06871446115E+00,+111.92865037E-03
+130.80000E-06,+14.95798296740E+00,+15.07177202109E+00,+113.73598260E-03
+130.85000E-06,+14.95915334340E+00,+15.07077434835E+00,+111.56871891E-03
+130.90000E-06,+14.96005985839E+00,+15.07228816578E+00,+112.17651491E-03
+130.95000E-06,+14.96176523415E+00,+15.07525128526E+00,+113.43436587E-03
+131.00000E-06,+14.96278622812E+00,+15.07473000356E+00,+111.89224713E-03
+131.05000E-06,+14.96390780962E+00,+15.07756908162E+00,+113.60820236E-03
+131.10000E-06,+14.96505506942E+00,+15.07493672873E+00,+109.83023543E-03
+131.15000E-06,+14.96585416838E+00,+15.07706711857E+00,+111.16195226E-03
+131.20000E-06,+14.96699588110E+00,+15.07819371271E+00,+111.14490894E-03
+131.25000E-06,+14.96749062595E+00,+15.07887873975E+00,+111.33688458E-03
+131.30000E-06,+14.96948341987E+00,+15.08253162454E+00,+112.99510330E-03
+131.35000E-06,+14.97056612211E+00,+15.08214455654E+00,+111.52621128E-03
+131.40000E-06,+14.97175471549E+00,+15.08311528085E+00,+111.30843651E-03
+131.45000E-06,+14.97267922172E+00,+15.08454223709E+00,+111.81041027E-03
+131.50000E-06,+14.97361178061E+00,+15.08240613886E+00,+108.74257567E-03
+131.55000E-06,+14.97434416769E+00,+15.08489090824E+00,+110.49591665E-03
+131.60000E-06,+14.97545376031E+00,+15.08475244396E+00,+109.24726705E-03
+131.65000E-06,+14.97641845739E+00,+15.08618120023E+00,+109.71243164E-03
+131.70000E-06,+14.97759458926E+00,+15.08779489814E+00,+110.14897787E-03
+131.75000E-06,+14.97862779975E+00,+15.08821586592E+00,+109.53665543E-03
+131.80000E-06,+14.97993010550E+00,+15.09094259746E+00,+110.96050103E-03
+131.85000E-06,+14.98095517440E+00,+15.09038561444E+00,+109.37976980E-03
+131.90000E-06,+14.98240283700E+00,+15.09106253003E+00,+108.60898436E-03
+131.95000E-06,+14.98322861678E+00,+15.09123743283E+00,+107.95849638E-03
+132.00000E-06,+14.98399647303E+00,+15.09113585709E+00,+107.08835182E-03
+132.05000E-06,+14.98469429625E+00,+15.09154121935E+00,+106.79612723E-03
+132.10000E-06,+14.98629985785E+00,+15.09276018105E+00,+106.41022005E-03
+132.15000E-06,+14.98761052077E+00,+15.09481903784E+00,+107.15917604E-03
+132.20000E-06,+14.98827578291E+00,+15.09702161049E+00,+108.69468366E-03
+132.25000E-06,+14.98967500981E+00,+15.09829683892E+00,+108.57029534E-03
+132.30000E-06,+14.99082407416E+00,+15.09935337968E+00,+108.47816703E-03
+132.35000E-06,+14.99171417558E+00,+15.09857564815E+00,+106.81122438E-03
+132.40000E-06,+14.99277793756E+00,+15.09955068259E+00,+106.72200975E-03
+132.45000E-06,+14.99375996557E+00,+15.09985930235E+00,+106.04919146E-03
+132.50000E-06,+14.99537550271E+00,+15.10083672551E+00,+105.41057946E-03
+132.55000E-06,+14.99598824970E+00,+15.10447720156E+00,+108.43756338E-03
+132.60000E-06,+14.99705502831E+00,+15.10454327423E+00,+107.43825772E-03
+132.65000E-06,+14.99765853394E+00,+15.10320335180E+00,+105.49499788E-03
+132.70000E-06,+14.99868136562E+00,+15.10280997314E+00,+104.07877569E-03
+132.75000E-06,+14.99948040051E+00,+15.10372945845E+00,+104.20026579E-03
+132.80000E-06,+15.00072550333E+00,+15.10590006401E+00,+105.12514283E-03
+132.85000E-06,+15.00202428063E+00,+15.10794470449E+00,+105.87025478E-03
+132.90000E-06,+15.00313480718E+00,+15.10885735451E+00,+105.67300479E-03
+132.95000E-06,+15.00460765812E+00,+15.11012502252E+00,+105.46761319E-03
+133.00000E-06,+15.00539865921E+00,+15.10924414135E+00,+103.79618289E-03
+133.05000E-06,+15.00656317833E+00,+15.10902617430E+00,+102.41450788E-03
+133.10000E-06,+15.00664319443E+00,+15.10841779020E+00,+101.72525460E-03
+133.15000E-06,+15.00808277499E+00,+15.11082623021E+00,+102.69498459E-03
+133.20000E-06,+15.00971557069E+00,+15.11311017427E+00,+103.34672789E-03
+133.25000E-06,+15.01073424904E+00,+15.11563573375E+00,+104.85122381E-03
+133.30000E-06,+15.01234548360E+00,+15.11875409592E+00,+106.35828183E-03
+133.35000E-06,+15.01367724183E+00,+15.11958606877E+00,+105.85925116E-03
+133.40000E-06,+15.01489390977E+00,+15.11934660012E+00,+104.40330353E-03
+133.45000E-06,+15.01547636984E+00,+15.11801347980E+00,+102.48874243E-03
+133.50000E-06,+15.01620886472E+00,+15.11655539091E+00,+100.29885486E-03
+133.55000E-06,+15.01743563182E+00,+15.11648618403E+00,+99.00412628E-03
+133.60000E-06,+15.01818468576E+00,+15.11747580714E+00,+99.24349483E-03
+133.65000E-06,+15.01952950098E+00,+15.11974396250E+00,+100.16785847E-03
+133.70000E-06,+15.02096834886E+00,+15.12406720273E+00,+103.05087594E-03
+133.75000E-06,+15.02239640712E+00,+15.12603904230E+00,+103.59468092E-03
+133.80000E-06,+15.02292359997E+00,+15.12814623755E+00,+105.17328997E-03
+133.85000E-06,+15.02075647386E+00,+15.12401512627E+00,+103.20918062E-03
+133.90000E-06,+15.01399941457E+00,+15.11573282374E+00,+101.68482673E-03
+133.95000E-06,+14.99813894866E+00,+15.09789835793E+00,+99.71167915E-03
+134.00000E-06,+14.98224175477E+00,+15.07534615688E+00,+93.05909876E-03
+134.05000E-06,+14.94361343940E+00,+15.04272568781E+00,+99.06543929E-03
+134.10000E-06,+14.91071814332E+00,+15.00630564443E+00,+95.54167194E-03
+134.15000E-06,+14.88934141987E+00,+14.98611120822E+00,+96.72324011E-03
+134.20000E-06,+14.87682482627E+00,+14.97392939585E+00,+97.05755210E-03
+134.25000E-06,+14.88720762143E+00,+14.97797579422E+00,+90.72432141E-03
+134.30000E-06,+14.90789469868E+00,+14.99505961486E+00,+87.12217605E-03
+134.35000E-06,+14.92986720980E+00,+15.01314386784E+00,+83.23604345E-03
+134.40000E-06,+14.95297910221E+00,+15.03802416943E+00,+85.00263609E-03
+134.45000E-06,+14.97155135218E+00,+15.05998268585E+00,+88.38727470E-03
+134.50000E-06,+14.98600232169E+00,+15.07883442120E+00,+92.78670237E-03
+134.55000E-06,+14.99635816767E+00,+15.09475588230E+00,+98.35108722E-03
+134.60000E-06,+15.00229067660E+00,+15.10377274884E+00,+101.43381202E-03
+134.65000E-06,+15.00469183434E+00,+15.10642129822E+00,+101.68084546E-03
+134.70000E-06,+15.00439039510E+00,+15.10398497660E+00,+99.54681163E-03
+134.75000E-06,+15.00171552519E+00,+15.09781076406E+00,+96.04935857E-03
+134.80000E-06,+14.99772833254E+00,+15.09168164420E+00,+93.90727922E-03
+134.85000E-06,+14.99252738004E+00,+15.08680481899E+00,+94.23173066E-03
+134.90000E-06,+14.98782898607E+00,+15.08226942034E+00,+94.39610809E-03
+134.95000E-06,+14.98225881133E+00,+15.07921871378E+00,+96.91345323E-03
+135.00000E-06,+14.97639398062E+00,+15.07305818613E+00,+96.61810273E-03
+135.05000E-06,+14.97022630034E+00,+15.06851755549E+00,+98.24508017E-03
+135.10000E-06,+14.96429059689E+00,+15.06102489498E+00,+96.68767068E-03
+135.15000E-06,+14.95850812655E+00,+15.05606032213E+00,+97.50563574E-03
+135.20000E-06,+14.95232842573E+00,+15.04866646270E+00,+96.29068336E-03
+135.25000E-06,+14.94633850734E+00,+15.04071610945E+00,+94.33183722E-03
+135.30000E-06,+14.94070842360E+00,+15.03916574723E+00,+98.41090665E-03
+135.35000E-06,+14.93555058208E+00,+15.03519573852E+00,+99.59680040E-03
+135.40000E-06,+14.93068402412E+00,+15.03405948769E+00,+103.32732169E-03
+135.45000E-06,+14.92615411450E+00,+15.03023716125E+00,+104.03361020E-03
+135.50000E-06,+14.92120371274E+00,+15.02230333238E+00,+101.05150501E-03
+135.55000E-06,+14.91686761451E+00,+15.01843404464E+00,+101.51846634E-03
+135.60000E-06,+14.91120103949E+00,+15.00916978495E+00,+97.92165039E-03
+135.65000E-06,+14.90686316988E+00,+15.00644328181E+00,+99.53164663E-03
+135.70000E-06,+14.90278819869E+00,+15.00178830336E+00,+98.95322180E-03
+135.75000E-06,+14.89801860333E+00,+14.99789008701E+00,+99.82472623E-03
+135.80000E-06,+14.89447635096E+00,+14.99721905316E+00,+102.69316956E-03
+135.85000E-06,+14.89090987434E+00,+14.99350509177E+00,+102.54706852E-03
+135.90000E-06,+14.88765019936E+00,+14.99085995249E+00,+103.16140978E-03
+135.95000E-06,+14.88353853186E+00,+14.98758461318E+00,+103.99652175E-03
+136.00000E-06,+14.88001663308E+00,+14.98099936844E+00,+100.93383610E-03
+136.05000E-06,+14.87688741345E+00,+14.98004635647E+00,+103.11023564E-03
+136.10000E-06,+14.87317876169E+00,+14.97626202662E+00,+103.03509346E-03
+136.15000E-06,+14.87035809699E+00,+14.97431163965E+00,+103.90457943E-03
+136.20000E-06,+14.86709208271E+00,+14.97320056058E+00,+106.05894865E-03
+136.25000E-06,+14.86413242910E+00,+14.96798164472E+00,+103.79947989E-03
+136.30000E-06,+14.86107089070E+00,+14.96625414775E+00,+105.13349410E-03
+136.35000E-06,+14.85816879430E+00,+14.96314958731E+00,+104.93171029E-03
+136.40000E-06,+14.85519971768E+00,+14.96043126420E+00,+105.18240918E-03
+136.45000E-06,+14.85273857934E+00,+14.95847323239E+00,+105.68533710E-03
+136.50000E-06,+14.85015624282E+00,+14.95518755799E+00,+104.98233223E-03
+136.55000E-06,+14.84707003920E+00,+14.95366662413E+00,+106.54755579E-03
+136.60000E-06,+14.84453365619E+00,+14.95184391408E+00,+107.25951428E-03
+136.65000E-06,+14.84194981211E+00,+14.94905867633E+00,+107.05836317E-03
+136.70000E-06,+14.83942529586E+00,+14.94717539245E+00,+107.70007085E-03
+136.75000E-06,+14.83683842159E+00,+14.94472113235E+00,+107.83205362E-03
+136.80000E-06,+14.83450740617E+00,+14.94263346379E+00,+108.07505247E-03
+136.85000E-06,+14.83214057788E+00,+14.94075810743E+00,+108.56707732E-03
+136.90000E-06,+14.83030473395E+00,+14.93879820925E+00,+108.44144551E-03
+136.95000E-06,+14.82761178009E+00,+14.93762649228E+00,+109.96342490E-03
+137.00000E-06,+14.82528635396E+00,+14.93467917430E+00,+109.34109777E-03
+137.05000E-06,+14.82288176652E+00,+14.93256789582E+00,+109.63413191E-03
+137.10000E-06,+14.82024383942E+00,+14.93083143263E+00,+110.53623531E-03
+137.15000E-06,+14.81807431402E+00,+14.92836699423E+00,+110.24148646E-03
+137.20000E-06,+14.81585387149E+00,+14.92640021856E+00,+110.49455269E-03
+137.25000E-06,+14.81397449822E+00,+14.92438939193E+00,+110.36317227E-03
+137.30000E-06,+14.81170816324E+00,+14.92298201290E+00,+111.22293198E-03
+137.35000E-06,+14.80951085800E+00,+14.92235273022E+00,+112.78982948E-03
+137.40000E-06,+14.80750384024E+00,+14.92051025001E+00,+112.95326904E-03
+137.45000E-06,+14.80536954581E+00,+14.91814832883E+00,+112.72734738E-03
+137.50000E-06,+14.80351828706E+00,+14.91665492982E+00,+113.08414098E-03
+137.55000E-06,+14.80122077721E+00,+14.91393047621E+00,+112.65704571E-03
+137.60000E-06,+14.79910991256E+00,+14.91218931470E+00,+113.02693416E-03
+137.65000E-06,+14.79706399969E+00,+14.91034818149E+00,+113.23182267E-03
+137.70000E-06,+14.79484785747E+00,+14.90844409025E+00,+113.54364402E-03
+137.75000E-06,+14.79287885137E+00,+14.90765939679E+00,+114.72779751E-03
+137.80000E-06,+14.79103776866E+00,+14.90570094739E+00,+114.61115143E-03
+137.85000E-06,+14.78899861420E+00,+14.90413455903E+00,+115.08260709E-03
+137.90000E-06,+14.78650146397E+00,+14.90206825262E+00,+115.51360077E-03
+137.95000E-06,+14.78447748236E+00,+14.90016188571E+00,+115.63064846E-03
+138.00000E-06,+14.78253463924E+00,+14.89813669051E+00,+115.54933239E-03
+138.05000E-06,+14.78046976275E+00,+14.89558689321E+00,+115.06437523E-03
+138.10000E-06,+14.77865385558E+00,+14.89446568332E+00,+115.75761061E-03
+138.15000E-06,+14.77637302991E+00,+14.89299268389E+00,+116.56614403E-03
+138.20000E-06,+14.77432963543E+00,+14.89105355314E+00,+116.67062867E-03
+138.25000E-06,+14.77260722950E+00,+14.88958930963E+00,+116.92726590E-03
+138.30000E-06,+14.77063804173E+00,+14.88807245296E+00,+117.38085135E-03
+138.35000E-06,+14.76869823559E+00,+14.88609024514E+00,+117.33780335E-03
+138.40000E-06,+14.76673579492E+00,+14.88419014440E+00,+117.40026248E-03
+138.45000E-06,+14.76481628583E+00,+14.88242933107E+00,+117.55765636E-03
+138.50000E-06,+14.76279842266E+00,+14.88096229329E+00,+118.10916431E-03
+138.55000E-06,+14.76093119356E+00,+14.87943746540E+00,+118.45249085E-03
+138.60000E-06,+14.75896443975E+00,+14.87745293442E+00,+118.43316117E-03
+138.65000E-06,+14.75701158340E+00,+14.87655406502E+00,+119.48703312E-03
+138.70000E-06,+14.75502636196E+00,+14.87517043837E+00,+120.08804304E-03
+138.75000E-06,+14.75286772418E+00,+14.87287161694E+00,+119.94818690E-03
+138.80000E-06,+14.75144008351E+00,+14.87128262043E+00,+119.78834458E-03
+138.85000E-06,+14.74928064748E+00,+14.86992641332E+00,+120.59048439E-03
+138.90000E-06,+14.74788157737E+00,+14.86804560787E+00,+120.10830614E-03
+138.95000E-06,+14.74587719708E+00,+14.86651747615E+00,+120.58508219E-03
+139.00000E-06,+14.74410103225E+00,+14.86540846847E+00,+121.25224574E-03
+139.05000E-06,+14.74216944609E+00,+14.86338977011E+00,+121.16504232E-03
+139.10000E-06,+14.73988294068E+00,+14.86157361268E+00,+121.63498951E-03
+139.15000E-06,+14.73802602330E+00,+14.85978732532E+00,+121.70630440E-03
+139.20000E-06,+14.73614671637E+00,+14.85769460041E+00,+121.49225438E-03
+139.25000E-06,+14.73406388558E+00,+14.85634921156E+00,+122.22899103E-03
+139.30000E-06,+14.73240385803E+00,+14.85455344013E+00,+122.09355727E-03
+139.35000E-06,+14.73041654937E+00,+14.85309874476E+00,+122.62519272E-03
+139.40000E-06,+14.72874428570E+00,+14.85220238168E+00,+123.40087995E-03
+139.45000E-06,+14.72627892241E+00,+14.85058560307E+00,+124.24888159E-03
