x-axis,1,2,F1
second,Volt,Volt,Volt
+139.50000E-06,+14.72484147355E+00,+14.84911043652E+00,+124.21175412E-03
+139.55000E-06,+14.72284308356E+00,+14.84763655215E+00,+124.73704294E-03
+139.60000E-06,+14.72107533318E+00,+14.84559000083E+00,+124.45725847E-03
+139.65000E-06,+14.71918966132E+00,+14.84419623734E+00,+124.94962493E-03
+139.70000E-06,+14.71721789336E+00,+14.84180363275E+00,+124.52820257E-03
+139.75000E-06,+14.71547449011E+00,+14.84064140135E+00,+125.10998617E-03
+139.80000E-06,+14.71335374489E+00,+14.83895749026E+00,+125.54635404E-03
+139.85000E-06,+14.71205656862E+00,+14.83818167710E+00,+126.06757686E-03
+139.90000E-06,+14.70980052049E+00,+14.83691088995E+00,+127.05326382E-03
+139.95000E-06,+14.70839870285E+00,+14.83539058850E+00,+126.93460513E-03
+140.00000E-06,+14.70674574652E+00,+14.83374743660E+00,+126.94385137E-03
+140.05000E-06,+14.70448818706E+00,+14.83177063113E+00,+127.22391533E-03
+140.10000E-06,+14.70288259531E+00,+14.83121129027E+00,+128.27015428E-03
+140.15000E-06,+14.70107885189E+00,+14.82944265873E+00,+128.30477213E-03
+140.20000E-06,+14.69937449750E+00,+14.82697703765E+00,+127.54360056E-03
+140.25000E-06,+14.69745158284E+00,+14.82547924410E+00,+127.96958838E-03
+140.30000E-06,+14.69573306792E+00,+14.82477914974E+00,+128.98768453E-03
+140.35000E-06,+14.69393710278E+00,+14.82317766911E+00,+129.18217576E-03
+140.40000E-06,+14.69213338348E+00,+14.82159619307E+00,+129.40474428E-03
+140.45000E-06,+14.69051211761E+00,+14.81995586408E+00,+129.38447814E-03
+140.50000E-06,+14.68844173024E+00,+14.81822023080E+00,+129.71930657E-03
+140.55000E-06,+14.68639639175E+00,+14.81643415450E+00,+129.97898006E-03
+140.60000E-06,+14.68487112289E+00,+14.81546093517E+00,+130.52970823E-03
+140.65000E-06,+14.68314359427E+00,+14.81347210839E+00,+130.26920633E-03
+140.70000E-06,+14.68146357720E+00,+14.81279412695E+00,+131.27113562E-03
+140.75000E-06,+14.67972574288E+00,+14.81113525118E+00,+131.35035599E-03
+140.80000E-06,+14.67782898441E+00,+14.80969179318E+00,+131.80225731E-03
+140.85000E-06,+14.67618309780E+00,+14.80797613434E+00,+131.73217526E-03
+140.90000E-06,+14.67427667284E+00,+14.80592800234E+00,+131.59241205E-03
+140.95000E-06,+14.67240018957E+00,+14.80419060371E+00,+131.72955432E-03
+141.00000E-06,+14.67074857045E+00,+14.80240437741E+00,+131.59601398E-03
+141.05000E-06,+14.66902043955E+00,+14.80124820490E+00,+132.16699259E-03
+141.10000E-06,+14.66739554272E+00,+14.80020789757E+00,+132.75195460E-03
+141.15000E-06,+14.66564017696E+00,+14.79938329745E+00,+133.68218555E-03
+141.20000E-06,+14.66356745287E+00,+14.79808127211E+00,+134.45185945E-03
+141.25000E-06,+14.66227032107E+00,+14.79644971260E+00,+134.11795716E-03
+141.30000E-06,+14.66047531096E+00,+14.79569369674E+00,+135.15643208E-03
+141.35000E-06,+14.65908351182E+00,+14.79331609466E+00,+134.17080523E-03
+141.40000E-06,+14.65707516740E+00,+14.79141254085E+00,+134.27633532E-03
+141.45000E-06,+14.65515896968E+00,+14.78853329607E+00,+133.31474226E-03
+141.50000E-06,+14.65337194135E+00,+14.78850165160E+00,+135.06935147E-03
+141.55000E-06,+14.65166834678E+00,+14.78641059856E+00,+134.68206872E-03
+141.60000E-06,+14.65041276489E+00,+14.78679526049E+00,+136.32148815E-03
+141.65000E-06,+14.64876758306E+00,+14.78662564547E+00,+137.79668895E-03
+141.70000E-06,+14.64682440375E+00,+14.78362268866E+00,+136.73673065E-03
+141.75000E-06,+14.64524115331E+00,+14.78280786734E+00,+137.50367708E-03
+141.80000E-06,+14.64321072386E+00,+14.78026430004E+00,+136.99291822E-03
+141.85000E-06,+14.64185021944E+00,+14.77898239085E+00,+137.07024820E-03
+141.90000E-06,+14.64000824125E+00,+14.77810698740E+00,+138.03746787E-03
+141.95000E-06,+14.63821646938E+00,+14.77608661188E+00,+137.80790632E-03
+142.00000E-06,+14.63648857592E+00,+14.77480473586E+00,+138.25432470E-03
+142.05000E-06,+14.63475901736E+00,+14.77450995401E+00,+139.68792807E-03
+142.10000E-06,+14.63296072906E+00,+14.77321176994E+00,+140.18776993E-03
+142.15000E-06,+14.63164663041E+00,+14.77295683898E+00,+141.24676892E-03
+142.20000E-06,+14.63001505960E+00,+14.77007942438E+00,+140.00167098E-03
+142.25000E-06,+14.62850749479E+00,+14.76779668034E+00,+139.22671500E-03
+142.30000E-06,+14.62651272596E+00,+14.76706164597E+00,+140.48480655E-03
+142.35000E-06,+14.62500954213E+00,+14.76525580629E+00,+140.18294383E-03
+142.40000E-06,+14.62352140829E+00,+14.76533671789E+00,+141.75129682E-03
+142.45000E-06,+14.62149236730E+00,+14.76292249110E+00,+141.36667474E-03
+142.50000E-06,+14.61944615292E+00,+14.76122093399E+00,+141.71177400E-03
+142.55000E-06,+14.61797255876E+00,+14.76015822052E+00,+142.12074476E-03
+142.60000E-06,+14.61657035292E+00,+14.75850082517E+00,+141.86731149E-03
+142.65000E-06,+14.61478289645E+00,+14.75739545448E+00,+142.54910098E-03
+142.70000E-06,+14.61310390529E+00,+14.75677107214E+00,+143.60329872E-03
+142.75000E-06,+14.61167437715E+00,+14.75413920769E+00,+142.40036352E-03
+142.80000E-06,+14.61019336051E+00,+14.75390398509E+00,+143.64634132E-03
+142.85000E-06,+14.60850255910E+00,+14.75268053990E+00,+144.11310190E-03
+142.90000E-06,+14.60687894294E+00,+14.75011973061E+00,+143.17571232E-03
+142.95000E-06,+14.60503751726E+00,+14.74833596390E+00,+143.23368004E-03
+143.00000E-06,+14.60324743538E+00,+14.74603484193E+00,+142.72354884E-03
+143.05000E-06,+14.60142579193E+00,+14.74623032294E+00,+144.73929863E-03
+143.10000E-06,+14.60031960791E+00,+14.74651092241E+00,+146.12590601E-03
+143.15000E-06,+14.59891784529E+00,+14.74631699418E+00,+147.33235701E-03
+143.20000E-06,+14.59775939788E+00,+14.74631681176E+00,+148.49187729E-03
+143.25000E-06,+14.59595483209E+00,+14.74361834927E+00,+147.59720651E-03
+143.30000E-06,+14.59426184849E+00,+14.74123803433E+00,+146.91069769E-03
+143.35000E-06,+14.59236338949E+00,+14.73812178274E+00,+145.69380278E-03
+143.40000E-06,+14.59036624851E+00,+14.73535775262E+00,+144.92600907E-03
+143.45000E-06,+14.58929285245E+00,+14.73387099442E+00,+144.51294747E-03
+143.50000E-06,+14.58716240909E+00,+14.73304065200E+00,+145.81343907E-03
+143.55000E-06,+14.58570540866E+00,+14.73232677325E+00,+146.55499771E-03
+143.60000E-06,+14.58429112801E+00,+14.73314655897E+00,+148.78884735E-03
+143.65000E-06,+14.58276555462E+00,+14.73309500639E+00,+150.26202476E-03
+143.70000E-06,+14.58109020195E+00,+14.73137330599E+00,+150.21680724E-03
+143.75000E-06,+14.57935644785E+00,+14.72899162294E+00,+149.56950693E-03
+143.80000E-06,+14.57791908265E+00,+14.72719143436E+00,+149.20592140E-03
+143.85000E-06,+14.57622310579E+00,+14.72567118341E+00,+149.38088384E-03
+143.90000E-06,+14.57418642297E+00,+14.72212091534E+00,+147.86865765E-03
+143.95000E-06,+14.57279286752E+00,+14.72182144271E+00,+148.96137659E-03
+144.00000E-06,+14.57096166915E+00,+14.72115432401E+00,+150.12623216E-03
+144.05000E-06,+14.56930337078E+00,+14.71957399070E+00,+150.20433008E-03
+144.10000E-06,+14.56786151305E+00,+14.72242009776E+00,+154.49084685E-03
+144.15000E-06,+14.56662781267E+00,+14.72175137049E+00,+155.05571147E-03
+144.20000E-06,+14.56034387752E+00,+14.71527888383E+00,+154.86631246E-03
+144.25000E-06,+14.55009629332E+00,+14.70384791036E+00,+153.68373341E-03
+144.30000E-06,+14.53862724938E+00,+14.69051994775E+00,+151.82450937E-03
+144.35000E-06,+14.52667272683E+00,+14.67909823523E+00,+152.35845380E-03
+144.40000E-06,+14.51986602051E+00,+14.67268251280E+00,+152.74972650E-03
+144.45000E-06,+14.51687542571E+00,+14.66874847301E+00,+151.80621201E-03
+144.50000E-06,+14.51494387120E+00,+14.66726356535E+00,+152.25121451E-03
+144.55000E-06,+14.51426108968E+00,+14.66606461125E+00,+151.73639327E-03
+144.60000E-06,+14.51430905728E+00,+14.66739734487E+00,+153.02007089E-03
+144.65000E-06,+14.51418304698E+00,+14.66728226967E+00,+153.03216636E-03
+144.70000E-06,+14.51581031596E+00,+14.66839446358E+00,+152.51656113E-03
+144.75000E-06,+14.50885389745E+00,+14.67681518817E+00,+167.88692550E-03
+144.80000E-06,+14.52005761578E+00,+14.68206060697E+00,+161.93106921E-03
+144.85000E-06,+14.51972038853E+00,+14.68760646248E+00,+167.81290858E-03
+144.90000E-06,+14.52713442064E+00,+14.69317728698E+00,+165.96964713E-03
+144.95000E-06,+14.53824936319E+00,+14.69958591784E+00,+161.26522298E-03
+145.00000E-06,+14.54250858632E+00,+14.70460434758E+00,+162.02526321E-03
+145.05000E-06,+14.55376756734E+00,+14.71640143620E+00,+162.56137729E-03
+145.10000E-06,+14.56206237962E+00,+14.72391500207E+00,+161.78145377E-03
+145.15000E-06,+14.56961854843E+00,+14.73379932720E+00,+164.10872338E-03
+145.20000E-06,+14.57786054629E+00,+14.74210629494E+00,+164.17403770E-03
+145.25000E-06,+14.58343853322E+00,+14.74524563635E+00,+161.73472416E-03
+145.30000E-06,+14.59008285780E+00,+14.75200202855E+00,+161.84875996E-03
+145.35000E-06,+14.59520090722E+00,+14.75383263445E+00,+158.56184264E-03
+145.40000E-06,+14.60126974798E+00,+14.76127697308E+00,+159.93678992E-03
+145.45000E-06,+14.60632822609E+00,+14.76673280906E+00,+160.33383619E-03
+145.50000E-06,+14.61188089201E+00,+14.77147845076E+00,+159.52733811E-03
+145.55000E-06,+14.61655488760E+00,+14.77933562464E+00,+162.70940328E-03
+145.60000E-06,+14.62174434570E+00,+14.78420790530E+00,+162.39138824E-03
+145.65000E-06,+14.62661411025E+00,+14.78905750923E+00,+162.37140546E-03
+145.70000E-06,+14.63126448536E+00,+14.79287632381E+00,+161.54053211E-03
+145.75000E-06,+14.63475458589E+00,+14.79366645051E+00,+158.84165840E-03
+145.80000E-06,+14.63868381354E+00,+14.79770808046E+00,+158.95327765E-03
+145.85000E-06,+14.64286000091E+00,+14.80188921339E+00,+158.95896227E-03
+145.90000E-06,+14.64619608064E+00,+14.80509525159E+00,+158.82818420E-03
+145.95000E-06,+14.65113569731E+00,+14.81087919483E+00,+159.67227347E-03
+146.00000E-06,+14.65324355362E+00,+14.81249081909E+00,+159.17676868E-03
+146.05000E-06,+14.65693007061E+00,+14.81642087816E+00,+159.42076750E-03
+146.10000E-06,+14.66014997460E+00,+14.81829155882E+00,+158.07125078E-03
+146.15000E-06,+14.66352248004E+00,+14.82142572326E+00,+157.83333889E-03
+146.20000E-06,+14.66677997584E+00,+14.82538318528E+00,+158.53291116E-03
+146.25000E-06,+14.66954552182E+00,+14.82692593432E+00,+157.31146309E-03
+146.30000E-06,+14.67247064773E+00,+14.83021373287E+00,+157.67351814E-03
+146.35000E-06,+14.67514262915E+00,+14.83316370792E+00,+157.95195305E-03
+146.40000E-06,+14.67798805555E+00,+14.83523061585E+00,+157.17282959E-03
+146.45000E-06,+14.68030608859E+00,+14.83750156698E+00,+157.12518109E-03
+146.50000E-06,+14.68261267623E+00,+14.83880480591E+00,+156.12218690E-03
+146.55000E-06,+14.68525928387E+00,+14.84045722253E+00,+155.12924791E-03
+146.60000E-06,+14.68799196274E+00,+14.84417670537E+00,+156.11587426E-03
+146.65000E-06,+14.69016859026E+00,+14.84663874599E+00,+156.40024611E-03
+146.70000E-06,+14.69298227419E+00,+14.85003378796E+00,+156.98178865E-03
+146.75000E-06,+14.69571942977E+00,+14.85222497401E+00,+156.43542624E-03
+146.80000E-06,+14.69784270166E+00,+14.85349569106E+00,+155.58365123E-03
+146.85000E-06,+14.70005870819E+00,+14.85513998041E+00,+155.01260101E-03
+146.90000E-06,+14.70237980460E+00,+14.85671106709E+00,+154.26267598E-03
+146.95000E-06,+14.70399205526E+00,+14.85761638433E+00,+153.55545136E-03
+147.00000E-06,+14.70644925133E+00,+14.86017733608E+00,+153.65962193E-03
+147.05000E-06,+14.70856103710E+00,+14.86129228130E+00,+152.66305488E-03
+147.10000E-06,+14.71127165884E+00,+14.86526293298E+00,+153.92325677E-03
+147.15000E-06,+14.71299463161E+00,+14.86741084445E+00,+154.34754992E-03
+147.20000E-06,+14.71520170283E+00,+14.87048128124E+00,+155.21016003E-03
+147.25000E-06,+14.71755025345E+00,+14.87205548555E+00,+154.43673490E-03
+147.30000E-06,+14.71939405429E+00,+14.87256024965E+00,+153.09815628E-03
+147.35000E-06,+14.72156112688E+00,+14.87410635603E+00,+152.47748469E-03
+147.40000E-06,+14.72330571960E+00,+14.87480462775E+00,+151.43110582E-03
+147.45000E-06,+14.72523326097E+00,+14.87543783536E+00,+150.13777133E-03
+147.50000E-06,+14.72703506264E+00,+14.87815635446E+00,+151.05419644E-03
+147.55000E-06,+14.72929147937E+00,+14.88064524476E+00,+151.28640882E-03
+147.60000E-06,+14.73162186915E+00,+14.88462267142E+00,+152.93266579E-03
+147.65000E-06,+14.73377522293E+00,+14.88692684922E+00,+153.08392809E-03
+147.70000E-06,+14.73571780901E+00,+14.88731941303E+00,+151.53352511E-03
+147.75000E-06,+14.73750486522E+00,+14.88918690520E+00,+151.61487223E-03
+147.80000E-06,+14.73934567129E+00,+14.88878226883E+00,+149.36941006E-03
+147.85000E-06,+14.74153961617E+00,+14.89069150464E+00,+149.08645293E-03
+147.90000E-06,+14.74304699630E+00,+14.89211141377E+00,+148.99783397E-03
+147.95000E-06,+14.74477412995E+00,+14.89415046421E+00,+149.31089226E-03
+148.00000E-06,+14.74661781169E+00,+14.89680247345E+00,+150.11781316E-03
+148.05000E-06,+14.74856949365E+00,+14.89870317872E+00,+150.06707977E-03
+148.10000E-06,+14.75024044649E+00,+14.90051002695E+00,+150.20185001E-03
+148.15000E-06,+14.75266720339E+00,+14.90205206292E+00,+149.31873457E-03
+148.20000E-06,+14.75427636052E+00,+14.90296642779E+00,+148.62263227E-03
+148.25000E-06,+14.75594471961E+00,+14.90445541868E+00,+148.44448122E-03
+148.30000E-06,+14.75738489716E+00,+14.90532888265E+00,+147.87828593E-03
+148.35000E-06,+14.75909990926E+00,+14.90627674026E+00,+147.11180204E-03
+148.40000E-06,+14.76110660893E+00,+14.90872121704E+00,+147.54828499E-03
+148.45000E-06,+14.76245315860E+00,+14.91013597408E+00,+147.61624791E-03
+148.50000E-06,+14.76429446065E+00,+14.91281343021E+00,+148.45334894E-03
+148.55000E-06,+14.76600642069E+00,+14.91344858182E+00,+147.37629623E-03
+148.60000E-06,+14.76810649120E+00,+14.91560778494E+00,+147.43617765E-03
+148.65000E-06,+14.76913385688E+00,+14.91692081322E+00,+147.72017860E-03
+148.70000E-06,+14.77145134494E+00,+14.91786638688E+00,+146.35040640E-03
+148.75000E-06,+14.77282702598E+00,+14.91903755586E+00,+146.14547793E-03
+148.80000E-06,+14.77425100176E+00,+14.91990352649E+00,+145.58769109E-03
+148.85000E-06,+14.77577953374E+00,+14.92138020437E+00,+145.53463852E-03
+148.90000E-06,+14.77774294528E+00,+14.92283456280E+00,+145.02697158E-03
+148.95000E-06,+14.77905865175E+00,+14.92472854133E+00,+145.60372576E-03
+149.00000E-06,+14.78120297674E+00,+14.92655233380E+00,+145.28467886E-03
+149.05000E-06,+14.78215965962E+00,+14.92782056338E+00,+145.59550762E-03
+149.10000E-06,+14.78372978900E+00,+14.92879756744E+00,+145.00206673E-03
+149.15000E-06,+14.78545825759E+00,+14.92967277641E+00,+144.14916717E-03
+149.20000E-06,+14.78746412283E+00,+14.93111900833E+00,+143.59067848E-03
+149.25000E-06,+14.78886421130E+00,+14.93260357604E+00,+143.67523108E-03
+149.30000E-06,+14.79041681074E+00,+14.93402413870E+00,+143.54196637E-03
+149.35000E-06,+14.79194702818E+00,+14.93539006808E+00,+143.37777000E-03
+149.40000E-06,+14.79346262075E+00,+14.93669858272E+00,+143.17256062E-03
+149.45000E-06,+14.79498182921E+00,+14.93851511478E+00,+143.46957932E-03
+149.50000E-06,+14.79665712987E+00,+14.93878193513E+00,+142.06154537E-03
+149.55000E-06,+14.79794539494E+00,+14.93994155543E+00,+141.93187029E-03
+149.60000E-06,+14.79936970917E+00,+14.94162069132E+00,+142.18649397E-03
+149.65000E-06,+14.80122954971E+00,+14.94269875403E+00,+141.40499074E-03
+149.70000E-06,+14.80305674853E+00,+14.94424538052E+00,+141.12429114E-03
+149.75000E-06,+14.80416035914E+00,+14.94526393450E+00,+141.03941474E-03
+149.80000E-06,+14.80561899904E+00,+14.94675683827E+00,+141.07438886E-03
+149.85000E-06,+14.80744743330E+00,+14.94808862438E+00,+140.57729838E-03
+149.90000E-06,+14.80878623411E+00,+14.94941655567E+00,+140.56745107E-03
+149.95000E-06,+14.81031973350E+00,+14.95028651078E+00,+139.90344730E-03
+150.00000E-06,+14.81177482461E+00,+14.95199494614E+00,+140.15800722E-03
+150.05000E-06,+14.81324933085E+00,+14.95284387981E+00,+139.53263797E-03
+150.10000E-06,+14.81435592643E+00,+14.95429943148E+00,+139.88121296E-03
+150.15000E-06,+14.81560668939E+00,+14.95541646165E+00,+139.74697488E-03
+150.20000E-06,+14.81709775318E+00,+14.95659702349E+00,+139.43739219E-03
+150.25000E-06,+14.81896279557E+00,+14.95762895406E+00,+138.60416298E-03
+150.30000E-06,+14.82052646655E+00,+14.95842176121E+00,+137.83293738E-03
+150.35000E-06,+14.82180426914E+00,+14.96029926058E+00,+138.43157257E-03
+150.40000E-06,+14.82324376678E+00,+14.96173121664E+00,+138.42572142E-03
+150.45000E-06,+14.82452110957E+00,+14.96271015265E+00,+138.12718818E-03
+150.50000E-06,+14.82620745462E+00,+14.96439897010E+00,+138.12911360E-03
+150.55000E-06,+14.82755827144E+00,+14.96540492764E+00,+137.78422363E-03
+150.60000E-06,+14.82945092407E+00,+14.96669050172E+00,+137.17700631E-03
+150.65000E-06,+14.83046782952E+00,+14.96817528048E+00,+137.64436128E-03
+150.70000E-06,+14.83178785440E+00,+14.96909475976E+00,+137.24505971E-03
+150.75000E-06,+14.83384607877E+00,+14.97017730521E+00,+136.26935962E-03
+150.80000E-06,+14.83504033454E+00,+14.97093819124E+00,+135.83626638E-03
+150.85000E-06,+14.83644104714E+00,+14.97217323938E+00,+135.67099596E-03
+150.90000E-06,+14.83772597824E+00,+14.97355397377E+00,+135.76617389E-03
+150.95000E-06,+14.83917902358E+00,+14.97525609093E+00,+136.01523236E-03
+151.00000E-06,+14.84011436919E+00,+14.97604287462E+00,+135.86747930E-03
+151.05000E-06,+14.84177665205E+00,+14.97742666408E+00,+135.58943978E-03
+151.10000E-06,+14.84307768316E+00,+14.97850108604E+00,+135.36233462E-03
+151.15000E-06,+14.84454569859E+00,+14.97934672343E+00,+134.74031535E-03
+151.20000E-06,+14.84583844564E+00,+14.97996338932E+00,+134.06340328E-03
+151.25000E-06,+14.84762462897E+00,+14.98098375915E+00,+133.29884869E-03
+151.30000E-06,+14.84915496475E+00,+14.98162933555E+00,+132.41525816E-03
+151.35000E-06,+14.84984666877E+00,+14.98325640855E+00,+133.34953614E-03
+151.40000E-06,+14.85145861490E+00,+14.98500510561E+00,+133.48628840E-03
+151.45000E-06,+14.85261994854E+00,+14.98645558885E+00,+133.77526626E-03
+151.50000E-06,+14.85407562986E+00,+14.98724614973E+00,+133.11107194E-03
+151.55000E-06,+14.85562367798E+00,+14.98867204163E+00,+132.98766754E-03
+151.60000E-06,+14.85760604485E+00,+14.98927794729E+00,+131.61189490E-03
+151.65000E-06,+14.85824353017E+00,+14.99002719043E+00,+131.72311593E-03
+151.70000E-06,+14.85958086939E+00,+14.99065756458E+00,+131.01757638E-03
+151.75000E-06,+14.86041550610E+00,+14.99145553814E+00,+130.97959097E-03
+151.80000E-06,+14.86218069212E+00,+14.99377354254E+00,+131.53304368E-03
+151.85000E-06,+14.86316656140E+00,+14.99501315332E+00,+131.78734918E-03
+151.90000E-06,+14.86477596879E+00,+14.99703938421E+00,+132.20263234E-03
+151.95000E-06,+14.86593582955E+00,+14.99832497486E+00,+132.32915491E-03
+152.00000E-06,+14.86772189378E+00,+14.99876170346E+00,+130.98031566E-03
+152.05000E-06,+14.86881955782E+00,+14.99947524828E+00,+130.59686102E-03
+152.10000E-06,+14.86989821526E+00,+14.99991185928E+00,+129.95471236E-03
+152.15000E-06,+14.87102170157E+00,+15.00057667896E+00,+129.49571382E-03
+152.20000E-06,+14.87257967924E+00,+15.00225355276E+00,+129.61387610E-03
+152.25000E-06,+14.87407270287E+00,+15.00326103067E+00,+129.12981707E-03
+152.30000E-06,+14.87531755920E+00,+15.00574026805E+00,+130.36348882E-03
+152.35000E-06,+14.87658405583E+00,+15.00718127476E+00,+130.53839396E-03
+152.40000E-06,+14.87779910843E+00,+15.00796792051E+00,+130.10850841E-03
+152.45000E-06,+14.87930336489E+00,+15.00891769047E+00,+129.55612049E-03
+152.50000E-06,+14.88043110780E+00,+15.00891620401E+00,+128.42638951E-03
+152.55000E-06,+14.88150447672E+00,+15.00954473969E+00,+127.98132560E-03
+152.60000E-06,+14.88261858674E+00,+15.00975025503E+00,+127.07445459E-03
+152.65000E-06,+14.88432092628E+00,+15.01099183167E+00,+126.61385582E-03
+152.70000E-06,+14.88531817916E+00,+15.01294484556E+00,+127.56865084E-03
+152.75000E-06,+14.88717677747E+00,+15.01426365006E+00,+127.02906527E-03
+152.80000E-06,+14.88784269389E+00,+15.01613703454E+00,+128.23609518E-03
+152.85000E-06,+14.88923153595E+00,+15.01663191959E+00,+127.34134096E-03
+152.90000E-06,+14.89054954144E+00,+15.01789830466E+00,+127.28999408E-03
+152.95000E-06,+14.89130514724E+00,+15.01782440624E+00,+126.46112514E-03
+153.00000E-06,+14.89274315164E+00,+15.01756590613E+00,+124.76543418E-03
+153.05000E-06,+14.89386961765E+00,+15.01979671391E+00,+125.86968584E-03
+153.10000E-06,+14.89516217173E+00,+15.01990234198E+00,+124.68359357E-03
+153.15000E-06,+14.89660217440E+00,+15.02229671871E+00,+125.63639626E-03
+153.20000E-06,+14.89767251765E+00,+15.02414365603E+00,+126.41362793E-03
+153.25000E-06,+14.89949211835E+00,+15.02421092570E+00,+124.66259136E-03
+153.30000E-06,+14.90067501842E+00,+15.02588943746E+00,+125.15740579E-03
+153.35000E-06,+14.90185242267E+00,+15.02556027491E+00,+123.65173353E-03
+153.40000E-06,+14.90287676945E+00,+15.02620119144E+00,+123.26736493E-03
+153.45000E-06,+14.90370750459E+00,+15.02722744001E+00,+123.46334869E-03
+153.50000E-06,+14.90496185631E+00,+15.02816044965E+00,+123.14213016E-03
+153.55000E-06,+14.90625751899E+00,+15.02995209488E+00,+123.63778014E-03
+153.60000E-06,+14.90766309498E+00,+15.03146069463E+00,+123.74076992E-03
+153.65000E-06,+14.90850579639E+00,+15.03227456996E+00,+123.71142827E-03
+153.70000E-06,+14.90997156028E+00,+15.03372067449E+00,+123.69336295E-03
+153.75000E-06,+14.91116868269E+00,+15.03368389375E+00,+122.45989664E-03
+153.80000E-06,+14.91227552853E+00,+15.03412690736E+00,+121.79637908E-03
+153.85000E-06,+14.91370699915E+00,+15.03547979558E+00,+121.71760286E-03
+153.90000E-06,+14.91474054357E+00,+15.03630809902E+00,+121.51115210E-03
+153.95000E-06,+14.91603375043E+00,+15.03812097600E+00,+122.03134178E-03
+154.00000E-06,+14.91716561727E+00,+15.03975283325E+00,+122.53062663E-03
+154.05000E-06,+14.91848452052E+00,+15.04060911101E+00,+122.06832300E-03
+154.10000E-06,+14.91953045031E+00,+15.04190707046E+00,+122.32127813E-03
+154.15000E-06,+14.92088918258E+00,+15.04238071170E+00,+121.43676533E-03
+154.20000E-06,+14.92189231722E+00,+15.04264978359E+00,+120.70223289E-03
+154.25000E-06,+14.92317362263E+00,+15.04386317786E+00,+120.63451337E-03
+154.30000E-06,+14.92429348702E+00,+15.04417699946E+00,+119.82887898E-03
+154.35000E-06,+14.92522877534E+00,+15.04557624294E+00,+120.29159840E-03
+154.40000E-06,+14.92660349832E+00,+15.04650267057E+00,+119.84358120E-03
+154.45000E-06,+14.92792292620E+00,+15.04735038689E+00,+119.37280243E-03
+154.50000E-06,+14.92883658629E+00,+15.04870842795E+00,+119.81623096E-03
+154.55000E-06,+14.92983685957E+00,+15.04967179008E+00,+119.77917299E-03
+154.60000E-06,+14.93119425916E+00,+15.04992938943E+00,+118.68051676E-03
+154.65000E-06,+14.93203829100E+00,+15.05083885774E+00,+118.74549792E-03
+154.70000E-06,+14.93347032395E+00,+15.05109902672E+00,+117.57333278E-03
+154.75000E-06,+14.93421355794E+00,+15.05263448444E+00,+118.36568622E-03
+154.80000E-06,+14.93573540238E+00,+15.05339493781E+00,+117.60488660E-03
+154.85000E-06,+14.93672709386E+00,+15.05486528619E+00,+118.08412153E-03
+154.90000E-06,+14.93807934362E+00,+15.05580186197E+00,+117.66746585E-03
+154.95000E-06,+14.93957213056E+00,+15.05674357401E+00,+117.11777234E-03
+155.00000E-06,+14.94041513198E+00,+15.05777991872E+00,+117.31088847E-03
+155.05000E-06,+14.94150308505E+00,+15.05848504834E+00,+116.92797220E-03
+155.10000E-06,+14.94244595339E+00,+15.05878726021E+00,+116.28706610E-03
+155.15000E-06,+14.94406402625E+00,+15.05998484920E+00,+115.86782920E-03
+155.20000E-06,+14.94530191313E+00,+15.06126660538E+00,+115.91042449E-03
+155.25000E-06,+14.94602137664E+00,+15.06320117576E+00,+117.12483335E-03
+155.30000E-06,+14.94739824715E+00,+15.06483504635E+00,+117.38262477E-03
+155.35000E-06,+14.94854481950E+00,+15.06537332883E+00,+116.77454224E-03
+155.40000E-06,+14.94942848966E+00,+15.06478781670E+00,+115.30527146E-03
+155.45000E-06,+14.95066878110E+00,+15.06471042074E+00,+113.98811097E-03
+155.50000E-06,+14.95148548989E+00,+15.06514461135E+00,+113.60588435E-03
+155.55000E-06,+14.95237710565E+00,+15.06580799809E+00,+113.37815200E-03
+155.60000E-06,+14.95383858580E+00,+15.06798499195E+00,+114.09405028E-03
+155.65000E-06,+14.95487205786E+00,+15.06942786954E+00,+114.50349096E-03
+155.70000E-06,+14.95638207019E+00,+15.07195284031E+00,+115.51769103E-03
+155.75000E-06,+14.95782504728E+00,+15.07394196860E+00,+116.06295677E-03
+155.80000E-06,+14.95879491304E+00,+15.07325308673E+00,+114.40489345E-03
+155.85000E-06,+14.95954386220E+00,+15.07300648128E+00,+113.40978399E-03
+155.90000E-06,+14.96041659123E+00,+15.07217623157E+00,+111.70666112E-03
+155.95000E-06,+14.96163310239E+00,+15.07241380371E+00,+110.73013274E-03
+156.00000E-06,+14.96237044710E+00,+15.07330255436E+00,+110.87979658E-03
+156.05000E-06,+14.96356214756E+00,+15.07493550157E+00,+111.32197305E-03
+156.10000E-06,+14.96462860808E+00,+15.07730900912E+00,+112.62802494E-03
+156.15000E-06,+14.96598667250E+00,+15.07958177159E+00,+113.54268049E-03
+156.20000E-06,+14.96762218107E+00,+15.08078040156E+00,+113.10671200E-03
+156.25000E-06,+14.96826424711E+00,+15.08131727220E+00,+113.00111805E-03
+156.30000E-06,+14.96944132196E+00,+15.08125288047E+00,+111.75905766E-03
+156.35000E-06,+14.97055681593E+00,+15.08128305432E+00,+110.67425333E-03
+156.40000E-06,+14.97131597731E+00,+15.08015447622E+00,+108.78699033E-03
+156.45000E-06,+14.97217829965E+00,+15.08006133378E+00,+107.83241597E-03
