x-axis,1,2
second,Volt,Volt
-49.01000E-06,+728.64310443E-03,+24.34170849621E+00
-48.96000E-06,+527.63807774E-03,+24.34170849621E+00
-48.91000E-06,+577.88933441E-03,+24.34170849621E+00
-48.86000E-06,+326.63305104E-03,+24.34170849621E+00
-48.81000E-06,+477.38682106E-03,+24.34170849621E+00
-48.76000E-06,+376.88430771E-03,+24.34170849621E+00
-48.71000E-06,+477.38682106E-03,+24.34170849621E+00
-48.66000E-06,+326.63305104E-03,+24.34170849621E+00
-48.61000E-06,+527.63807774E-03,+24.34170849621E+00
-48.56000E-06,+527.63807774E-03,+24.34170849621E+00
-48.51000E-06,+326.63305104E-03,+24.34170849621E+00
-48.46000E-06,+527.63807774E-03,+24.40201000310E+00
-48.41000E-06,+527.63807774E-03,+24.34170849621E+00
-48.36000E-06,+527.63807774E-03,+24.42211050540E+00
-48.31000E-06,+527.63807774E-03,+24.34170849621E+00
-48.26000E-06,+326.63305104E-03,+24.48241201229E+00
-48.21000E-06,+326.63305104E-03,+24.42211050540E+00
-48.16000E-06,+326.63305104E-03,+24.34170849621E+00
-48.11000E-06,+527.63807774E-03,+24.40201000310E+00
-48.06000E-06,+125.62802434E-03,+24.42211050540E+00
-48.01000E-06,+125.62802434E-03,+24.40201000310E+00
-47.96000E-06,+326.63305104E-03,+24.36180899851E+00
-47.91000E-06,+527.63807774E-03,+24.36180899851E+00
-47.86000E-06,+125.62802434E-03,+24.42211050540E+00
-47.81000E-06,+326.63305104E-03,+24.34170849621E+00
-47.76000E-06,+276.38179436E-03,+24.42211050540E+00
-47.71000E-06,+125.62802434E-03,+24.42211050540E+00
-47.66000E-06,+326.63305104E-03,+24.42211050540E+00
-47.61000E-06,+175.87928102E-03,+24.42211050540E+00
-47.56000E-06,+125.62802434E-03,+24.42211050540E+00
-47.51000E-06,+326.63305104E-03,+24.42211050540E+00
-47.46000E-06,+326.63305104E-03,+24.42211050540E+00
-47.41000E-06,+477.38682106E-03,+24.44221100770E+00
-47.36000E-06,+326.63305104E-03,+24.48241201229E+00
-47.31000E-06,+527.63807774E-03,+24.42211050540E+00
-47.26000E-06,+125.62802434E-03,+24.42211050540E+00
-47.21000E-06,+326.63305104E-03,+24.42211050540E+00
-47.16000E-06,+326.63305104E-03,+24.50251251459E+00
-47.11000E-06,+477.38682106E-03,+24.42211050540E+00
-47.06000E-06,+477.38682106E-03,+24.50251251459E+00
-47.01000E-06,+326.63305104E-03,+24.48241201229E+00
-46.96000E-06,+326.63305104E-03,+24.42211050540E+00
