x-axis,1,2
second,Volt,Volt
-618.80E-09,+567.83926487E-03,+24.94723623917E+00
-617.80E-09,+567.83926487E-03,+24.74623121247E+00
-616.80E-09,+491.45735614E-03,+24.73618096113E+00
-615.80E-09,+487.43725568E-03,+24.73618096113E+00
-614.80E-09,+487.43725568E-03,+24.73618096113E+00
-613.80E-09,+487.43725568E-03,+24.73618096113E+00
-612.80E-09,+487.43725568E-03,+24.73618096113E+00
-611.80E-09,+487.43725568E-03,+24.92713573650E+00
-610.80E-09,+563.81916441E-03,+24.93718598783E+00
-609.80E-09,+567.83926487E-03,+24.93718598783E+00
-608.80E-09,+567.83926487E-03,+24.93718598783E+00
-607.80E-09,+567.83926487E-03,+24.93718598783E+00
-606.80E-09,+567.83926487E-03,+24.74623121247E+00
-605.80E-09,+567.83926487E-03,+24.73618096113E+00
-604.80E-09,+567.83926487E-03,+24.73618096113E+00
-603.80E-09,+567.83926487E-03,+24.73618096113E+00
-602.80E-09,+567.83926487E-03,+24.73618096113E+00
-601.80E-09,+567.83926487E-03,+24.73618096113E+00
-600.80E-09,+567.83926487E-03,+24.73618096113E+00
-599.80E-09,+567.83926487E-03,+24.73618096113E+00
-598.80E-09,+567.83926487E-03,+24.73618096113E+00
-597.80E-09,+567.83926487E-03,+24.92713573650E+00
-596.80E-09,+567.83926487E-03,+24.93718598783E+00
-595.80E-09,+567.83926487E-03,+24.93718598783E+00
-594.80E-09,+567.83926487E-03,+24.93718598783E+00
-593.80E-09,+567.83926487E-03,+24.93718598783E+00
-592.80E-09,+567.83926487E-03,+24.93718598783E+00
-591.80E-09,+567.83926487E-03,+24.93718598783E+00
-590.80E-09,+567.83926487E-03,+24.74623121247E+00
-589.80E-09,+567.83926487E-03,+24.73618096113E+00
-588.80E-09,+644.22117360E-03,+24.92713573650E+00
-587.80E-09,+648.24127406E-03,+24.93718598783E+00
-586.80E-09,+648.24127406E-03,+24.93718598783E+00
-585.80E-09,+571.85936533E-03,+24.93718598783E+00
-584.80E-09,+567.83926487E-03,+24.93718598783E+00
-583.80E-09,+567.83926487E-03,+24.93718598783E+00
-582.80E-09,+567.83926487E-03,+24.93718598783E+00
-581.80E-09,+567.83926487E-03,+24.93718598783E+00
-580.80E-09,+567.83926487E-03,+24.74623121247E+00
-579.80E-09,+491.45735614E-03,+24.73618096113E+00
-578.80E-09,+487.43725568E-03,+24.73618096113E+00
-577.80E-09,+487.43725568E-03,+24.73618096113E+00
-576.80E-09,+487.43725568E-03,+24.73618096113E+00
-575.80E-09,+487.43725568E-03,+24.73618096113E+00
